,face_id,x,y,w,h,annot_type_id
3577,43102,148,55,342,342,1
3578,43104,105,57,260,260,1
3579,43105,288,-14,201,201,1
3580,43106,39,161,101,101,1
3581,43107,195,82,105,105,1
3582,43108,394,167,90,90,1
3583,43109,425,331,548,548,1
3584,43110,63,40,174,174,1
3585,43111,215,93,256,256,1
3586,43112,305,149,284,284,1
3587,43113,135,129,125,125,1
3588,43114,464,124,130,130,1
3589,43115,122,156,84,84,1
3590,43116,143,244,359,359,1
3591,43117,437,240,317,317,1
3592,43118,128,292,237,237,1
3593,43119,49,155,210,210,1
3594,43120,167,126,76,76,1
3595,43121,851,580,567,567,1
3596,43122,1538,-13,623,623,1
3597,43123,135,65,180,180,1
3598,43124,118,82,104,104,1
3599,43125,55,0,85,85,1
3600,43126,200,77,74,74,1
3601,43127,334,146,120,120,1
3602,43128,121,110,112,112,1
3603,43129,149,116,80,80,1
3604,43130,389,109,152,152,1
3605,43131,113,62,191,191,1
3606,43132,380,228,161,161,1
3607,43133,300,398,379,379,1
3608,43134,349,154,263,263,1
3609,43135,71,453,846,846,1
3610,43136,1106,721,446,446,1
3611,43137,147,240,240,240,1
3612,43138,407,274,131,131,1
3613,43139,288,68,104,104,1
3614,43140,301,100,248,248,1
3615,43141,148,61,211,211,1
3616,43142,297,165,282,282,1
3617,43143,1090,114,285,285,1
3618,43144,261,151,194,194,1
3619,43145,235,294,160,160,1
3620,43146,179,114,175,175,1
3621,43147,180,318,394,394,1
3622,43148,255,126,113,113,1
3623,43149,83,122,282,282,1
3624,43150,137,235,95,95,1
3625,43151,327,495,292,292,1
3626,43152,642,454,325,325,1
3627,43153,395,233,286,286,1
3628,43154,113,58,79,79,1
3629,43155,316,140,73,73,1
3630,43156,883,766,523,523,1
3631,43157,1829,1084,480,480,1
3632,43158,121,432,62,62,1
3633,43159,382,170,68,68,1
3634,43160,233,121,55,55,1
3635,43161,397,938,363,363,1
3636,43162,1253,583,351,351,1
3637,43163,1755,854,385,385,1
3638,43164,578,992,1410,1410,1
3639,43165,19,66,337,337,1
3640,43166,209,92,744,744,1
3641,43167,222,126,183,183,1
3642,43168,255,115,123,123,1
3643,43169,75,225,387,387,1
3644,43170,102,105,306,306,1
3645,43171,102,210,95,95,1
3646,43172,108,161,48,48,1
3647,43173,737,1049,1156,1156,1
3648,43174,908,1008,1277,1277,1
3649,43175,895,485,633,633,1
3650,43176,-9,128,625,625,1
3651,43177,49,153,54,54,1
3652,43178,97,98,50,50,1
3653,43179,783,550,398,398,1
3654,43180,1492,774,362,362,1
3655,43181,184,101,92,92,1
3656,43182,569,167,106,106,1
3657,43183,377,132,260,260,1
3658,43184,498,160,626,626,1
3659,43185,1079,636,268,268,1
3660,43186,831,604,305,305,1
3661,43187,46,100,196,196,1
3662,43188,211,88,93,93,1
3663,43189,76,172,156,156,1
3664,43190,325,101,121,121,1
3665,43191,438,103,113,113,1
3666,43192,223,80,58,58,1
3667,43193,139,45,45,45,1
3668,43194,212,61,46,46,1
3669,43195,138,-2,240,240,1
3670,43196,264,114,236,236,1
3671,43197,192,152,281,281,1
3672,43198,35,14,465,465,1
3673,43199,152,197,257,257,1
3674,43200,466,341,258,258,1
3675,43201,203,146,194,194,1
3676,43202,211,15,346,346,1
3677,43203,159,86,189,189,1
3678,43204,385,-16,171,171,1
3679,43205,588,62,181,181,1
3680,43206,640,129,156,156,1
3681,43207,204,281,323,323,1
3682,43208,673,265,316,316,1
3683,43209,498,327,272,272,1
3684,43210,238,584,271,271,1
3685,43211,306,171,100,100,1
3686,43212,-40,1444,2300,2300,1
3687,43213,200,369,59,59,1
3688,43214,188,44,140,140,1
3689,43215,96,197,189,189,1
3690,43216,209,100,167,167,1
3691,43217,196,56,107,107,1
3692,43218,332,20,85,85,1
3693,43219,386,135,108,108,1
3694,43220,185,98,129,129,1
3695,43221,541,262,548,548,1
3696,43222,104,70,79,79,1
3697,43223,151,94,107,107,1
3698,43224,79,54,237,237,1
3699,43225,97,133,223,223,1
3700,43226,399,518,276,276,1
3701,43227,446,426,286,286,1
3702,43228,106,2,334,334,1
3703,43229,88,80,149,149,1
3704,43230,112,168,139,139,1
3705,43231,132,53,72,72,1
3706,43232,186,161,73,73,1
3707,43233,486,175,506,506,1
3708,43234,138,-11,146,146,1
3709,43235,201,73,121,121,1
3710,43236,76,92,115,115,1
3711,43237,128,41,59,59,1
3712,43238,179,42,57,57,1
3713,43239,72,116,290,290,1
3714,43240,230,108,166,166,1
3715,43241,100,49,81,81,1
3716,43242,58,193,92,92,1
3717,43243,280,195,90,90,1
3718,43244,99,28,67,67,1
3719,43245,205,14,84,84,1
3720,43246,395,24,85,85,1
3721,43247,171,80,77,77,1
3722,43248,123,185,227,227,1
3723,43249,235,94,166,166,1
3724,43250,150,172,313,313,1
3725,43251,76,61,333,333,1
3726,43252,180,149,172,172,1
3727,43253,98,60,632,632,1
3728,43254,89,53,308,308,1
3729,43255,184,125,129,129,1
3730,43256,169,120,82,82,1
3731,43257,51,93,278,278,1
3732,43258,666,229,239,239,1
3733,43259,110,33,165,165,1
3734,43260,235,36,255,255,1
3735,43261,698,172,182,182,1
3736,43262,143,63,129,129,1
3737,43263,118,292,181,181,1
3738,43264,160,68,62,62,1
3739,43266,242,76,106,106,1
3740,43267,253,225,160,160,1
3741,43268,328,110,134,134,1
3742,43269,140,62,130,130,1
3743,43270,294,60,145,145,1
3744,43271,233,-38,327,327,1
3745,43272,219,27,232,232,1
3746,43273,233,91,310,310,1
3747,43274,159,75,134,134,1
3748,43275,328,128,724,724,1
3749,43276,193,189,73,73,1
3750,43277,229,4,145,145,1
3751,43278,76,39,256,256,1
3752,43279,184,56,124,124,1
3753,43280,51,72,179,179,1
3754,43281,430,105,139,139,1
3755,43282,-36,26,538,538,1
3756,43283,298,198,579,579,1
3757,43284,157,69,89,89,1
3758,43285,158,5,334,334,1
3759,43286,325,200,104,104,1
3760,43287,76,11,265,265,1
3761,43288,1271,636,239,239,1
3762,43289,171,14,341,341,1
3763,43290,86,63,203,203,1
3764,43291,300,78,143,143,1
3765,43292,208,81,88,88,1
3766,43293,-29,329,1040,1040,1
3767,43294,499,204,541,541,1
3768,43295,184,101,150,150,1
3769,43296,182,575,1723,1723,1
3770,43297,194,155,249,249,1
3771,43298,174,89,316,316,1
3772,43299,308,72,148,148,1
3773,43300,1071,203,1886,1886,1
3774,43301,158,96,91,91,1
3775,43302,229,99,157,157,1
3776,43303,187,113,312,312,1
3777,43304,175,144,180,180,1
3778,43305,968,642,656,656,1
3779,43306,615,745,1317,1317,1
3780,43307,112,163,349,349,1
3781,43308,239,225,152,152,1
3782,43309,104,36,278,278,1
3783,43310,512,851,240,240,1
3784,43311,162,92,184,184,1
3785,43312,280,103,165,165,1
3786,43313,189,104,250,250,1
3787,43314,176,-13,209,209,1
3788,43315,309,21,71,71,1
3789,43316,146,35,92,92,1
3790,43317,-155,15,488,488,1
3791,43318,146,89,222,222,1
3792,43319,202,72,121,121,1
3793,43320,85,69,104,104,1
3794,43321,108,83,171,171,1
3795,43322,296,76,175,175,1
3796,43323,121,134,49,49,1
3797,43324,71,39,49,49,1
3798,43325,166,128,37,37,1
3799,43326,152,121,163,163,1
3800,43327,398,199,378,378,1
3801,43328,393,232,217,217,1
3802,43329,258,253,127,127,1
3803,43330,597,101,623,623,1
3804,43331,1082,525,438,438,1
3805,43332,-1,36,234,234,1
3806,43333,72,47,105,105,1
3807,43334,246,91,167,167,1
3808,43335,178,31,76,76,1
3809,43336,295,119,71,71,1
3810,43337,182,125,283,283,1
3811,43338,156,107,176,176,1
3812,43339,99,104,162,162,1
3813,43340,145,138,136,136,1
3814,43341,724,167,206,206,1
3815,43342,126,170,236,236,1
3816,43343,0,103,520,520,1
3817,43344,-4,-27,333,333,1
3818,43346,34,67,431,431,1
3819,43347,106,232,72,72,1
3820,43348,136,77,158,158,1
3821,43349,91,136,126,126,1
3822,43350,161,108,454,454,1
3823,43351,389,37,426,426,1
3824,43352,148,46,234,234,1
3825,43353,188,61,122,122,1
3826,43354,128,23,187,187,1
3827,43355,43,17,498,498,1
3828,43356,448,232,647,647,1
3829,43357,92,119,95,95,1
3830,43358,113,168,141,141,1
3831,43359,100,182,166,166,1
3832,43360,95,170,171,171,1
3833,43361,32,54,79,79,1
3834,43362,116,555,1608,1608,1
3835,43363,176,87,147,147,1
3836,43364,128,83,233,233,1
3837,43365,113,91,358,358,1
3838,43366,147,149,89,89,1
3839,43367,216,95,102,102,1
3840,43368,651,368,323,323,1
3841,43369,51,81,267,267,1
3842,43370,204,7,324,324,1
3843,43371,-2,110,331,331,1
3844,43372,257,22,144,144,1
3845,43373,-114,95,578,578,1
3846,43374,147,114,100,100,1
3847,43375,271,135,80,80,1
3848,43376,67,99,151,151,1
3849,43377,148,154,93,93,1
3850,43378,188,31,255,255,1
3851,43379,161,152,627,627,1
3852,43380,286,67,227,227,1
3853,43381,378,162,296,296,1
3854,43382,620,150,300,300,1
3855,43384,268,124,196,196,1
3856,43385,242,67,248,248,1
3857,43386,183,25,224,224,1
3858,43387,151,27,156,156,1
3859,43388,314,142,120,120,1
3860,43389,140,58,162,162,1
3861,43390,86,124,284,284,1
3862,43391,148,134,249,249,1
3863,43392,765,15,1842,1842,1
3864,43393,162,-10,136,136,1
3865,43394,149,64,140,140,1
3866,43395,169,131,97,97,1
3867,43396,282,106,211,211,1
3868,43397,84,49,91,91,1
3869,43398,321,57,89,89,1
3870,43399,75,212,103,103,1
3871,43400,347,211,81,81,1
3872,43401,356,128,230,230,1
3873,43402,160,185,94,94,1
3874,43403,1051,928,903,903,1
3875,43404,179,257,386,386,1
3876,43405,490,174,376,376,1
3877,43406,773,260,323,323,1
3878,43407,494,29,166,166,1
3879,43408,371,15,107,107,1
3880,43409,171,93,108,108,1
3881,43410,51,44,203,203,1
3882,43411,348,159,136,136,1
3883,43412,90,23,357,357,1
3884,43413,1474,368,1238,1238,1
3885,43414,179,71,142,142,1
3886,43415,136,106,158,158,1
3887,43416,488,183,287,287,1
3888,43417,313,386,784,784,1
3889,43418,257,93,277,277,1
3890,43419,114,100,170,170,1
3891,43420,201,385,944,944,1
3892,43421,128,-33,321,321,1
3893,43422,2850,170,978,978,1
3894,43423,1143,360,327,327,1
3895,43424,265,974,329,329,1
3896,43425,424,220,464,464,1
3897,43426,43,242,380,380,1
3898,43427,231,176,67,67,1
3899,43428,131,57,96,96,1
3900,43429,155,93,203,203,1
3901,43430,277,210,495,495,1
3902,43431,156,123,145,145,1
3903,43432,304,91,145,145,1
3904,43433,179,21,184,184,1
3905,43434,348,234,176,176,1
3906,43435,1290,533,824,824,1
3907,43436,513,11,1045,1045,1
3908,43437,524,321,1026,1026,1
3909,43438,66,22,296,296,1
3910,43439,668,1256,1762,1762,1
3911,43440,721,628,742,742,1
3912,43441,149,186,175,175,1
3913,43442,175,266,154,154,1
3914,43443,610,334,144,144,1
3915,43444,75,-42,263,263,1
3916,43445,175,203,150,150,1
3917,43446,118,147,323,323,1
3918,43447,730,706,258,258,1
3919,43448,226,-16,274,274,1
3920,43449,160,117,368,368,1
3921,43450,130,62,197,197,1
3922,43451,165,40,108,108,1
3923,43452,97,164,131,131,1
3924,43453,165,570,266,266,1
3925,43454,343,13,521,521,1
3926,43455,69,636,1713,1713,1
3927,43456,120,170,443,443,1
3928,43457,69,7,218,218,1
3929,43458,220,77,187,187,1
3930,43459,447,223,272,272,1
3931,43460,572,178,250,250,1
3932,43461,1031,348,209,209,1
3933,43462,126,125,220,220,1
3934,43463,505,-28,1030,1030,1
3935,43464,82,68,126,126,1
3936,43465,732,265,528,528,1
3937,43466,110,98,128,128,1
3938,43467,194,108,92,92,1
3939,43468,146,82,465,465,1
3940,43469,212,131,103,103,1
3941,43470,898,400,1010,1010,1
3942,43471,93,41,112,112,1
3943,43472,122,13,546,546,1
3944,43473,244,91,321,321,1
3945,43474,183,81,283,283,1
3946,43475,164,-26,335,335,1
3947,43476,1442,542,1328,1328,1
3948,43477,693,167,229,229,1
3949,43478,437,156,450,450,1
3950,43479,79,105,178,178,1
3951,43480,248,95,81,81,1
3952,43481,229,123,185,185,1
3953,43482,153,93,266,266,1
3954,43483,172,161,244,244,1
3955,43484,160,53,69,69,1
3956,43485,209,57,67,67,1
3957,43486,196,37,391,391,1
3958,43487,144,99,99,99,1
3959,43488,326,110,100,100,1
3960,43489,356,114,405,405,1
3961,43490,366,59,230,230,1
3962,43491,100,26,272,272,1
3963,43493,80,41,117,117,1
3964,43494,331,40,118,118,1
3965,43495,236,93,101,101,1
3966,43496,284,135,70,70,1
3967,43497,229,86,210,210,1
3968,43498,127,74,225,225,1
3969,43499,26,79,355,355,1
3970,43500,446,327,538,538,1
3971,43501,213,161,264,264,1
3972,43502,298,128,169,169,1
3973,43503,250,107,115,115,1
3974,43504,153,8,155,155,1
3975,43505,1132,222,1055,1055,1
3976,43506,629,209,190,190,1
3977,43507,343,46,95,95,1
3978,43508,590,325,359,359,1
3979,43509,200,102,109,109,1
3980,43510,157,39,77,77,1
3981,43511,435,158,398,398,1
3982,43512,95,136,95,95,1
3983,43513,352,166,135,135,1
3984,43514,1043,494,819,819,1
3985,43515,323,431,483,483,1
3986,43516,70,137,310,310,1
3987,43517,182,107,257,257,1
3988,43518,1158,286,406,406,1
3989,43519,256,84,190,190,1
3990,43520,404,792,327,327,1
3991,43521,105,39,254,254,1
3992,43522,136,65,214,214,1
3993,43523,217,73,201,201,1
3994,43524,91,36,125,125,1
3995,43525,-8,13,422,422,1
3996,43526,147,61,197,197,1
3997,43527,135,158,238,238,1
3998,43528,212,115,227,227,1
3999,43529,101,174,222,222,1
4000,43530,203,109,161,161,1
4001,43531,115,54,154,154,1
4002,43532,226,157,276,276,1
4003,43533,82,134,333,333,1
4004,43534,205,128,238,238,1
4005,43535,1029,879,1298,1298,1
4006,43536,166,92,131,131,1
4007,43537,221,88,131,131,1
4008,43538,405,303,400,400,1
4009,43539,304,962,580,580,1
4010,43540,194,36,105,105,1
4011,43541,259,296,336,336,1
4012,43542,683,340,413,413,1
4013,43543,84,170,304,304,1
4014,43544,411,160,334,334,1
4015,43545,124,188,104,104,1
4016,43546,322,22,187,187,1
4017,43547,213,130,192,192,1
4018,43548,202,194,501,501,1
4019,43549,237,112,135,135,1
4020,43550,183,72,200,200,1
4021,43551,849,863,1261,1261,1
4022,43552,28,907,474,474,1
4023,43553,299,50,64,64,1
4024,43554,96,18,347,347,1
4025,43555,185,-124,270,270,1
4026,43556,86,138,481,481,1
4027,43557,1405,198,2689,2689,1
4028,43558,204,232,130,130,1
4029,43559,255,290,337,337,1
4030,43560,155,21,244,244,1
4031,43561,251,55,155,155,1
4032,43562,140,178,149,149,1
4033,43563,1302,942,229,229,1
4034,43564,332,170,252,252,1
4035,43565,908,166,236,236,1
4036,43566,110,97,140,140,1
4037,43567,233,34,191,191,1
4038,43568,177,126,164,164,1
4039,43569,52,113,93,93,1
4040,43570,246,44,228,228,1
4041,43571,84,13,190,190,1
4042,43572,-537,-362,2666,2666,1
4043,43573,401,-3,389,389,1
4044,43574,266,78,168,168,1
4045,43575,70,88,390,390,1
4046,43576,204,79,155,155,1
4047,43577,196,92,175,175,1
4048,43578,109,4,123,123,1
4049,43579,24,93,311,311,1
4050,43580,2236,837,883,883,1
4051,43581,689,213,264,264,1
4052,43582,26,33,76,76,1
4053,43583,199,66,68,68,1
4054,43584,228,111,96,96,1
4055,43585,165,76,172,172,1
4056,43586,268,189,117,117,1
4057,43587,-12,191,155,155,1
4058,43588,-37,-39,247,247,1
4059,43589,306,15,402,402,1
4060,43590,758,317,554,554,1
4061,43591,150,45,206,206,1
4062,43592,59,8,202,202,1
4063,43593,88,206,181,181,1
4064,43594,221,46,416,416,1
4065,43595,246,103,220,220,1
4066,43596,161,70,149,149,1
4067,43597,124,97,98,98,1
4068,43598,236,0,506,506,1
4069,43599,448,159,259,259,1
4070,43600,835,982,819,819,1
4071,43601,603,589,615,615,1
4072,43602,1447,631,647,647,1
4073,43603,158,113,375,375,1
4074,43604,174,28,249,249,1
4075,43605,144,84,96,96,1
4076,43606,228,44,71,71,1
4077,43607,272,81,214,214,1
4078,43608,-8,21,278,278,1
4079,43609,179,110,120,120,1
4080,43610,76,328,129,129,1
4081,43611,137,119,186,186,1
4082,43612,319,126,314,314,1
4083,43613,277,163,378,378,1
4084,43614,120,58,180,180,1
4085,43615,77,16,137,137,1
4086,43616,360,36,135,135,1
4087,43617,607,30,308,308,1
4088,43618,43,457,266,266,1
4089,43619,347,456,266,266,1
4090,43620,597,474,212,212,1
4091,43621,54,115,297,297,1
4092,43622,66,246,82,82,1
4093,43623,325,156,251,251,1
4094,43624,205,66,321,321,1
4095,43625,162,61,140,140,1
4096,43626,175,-11,322,322,1
4097,43627,146,257,447,447,1
4098,43628,-100,302,1947,1947,1
4099,43629,-20,80,127,127,1
4100,43630,179,99,139,139,1
4101,43631,393,70,126,126,1
4102,43632,169,34,183,183,1
4103,43633,165,208,68,68,1
4104,43634,183,106,221,221,1
4105,43635,465,225,308,308,1
4106,43636,65,8,251,251,1
4107,43637,153,14,269,269,1
4108,43638,125,146,184,184,1
4109,43639,230,160,219,219,1
4110,43640,133,117,243,243,1
4111,43641,1050,400,1615,1615,1
4112,43642,433,176,137,137,1
4113,43643,45,125,300,300,1
4114,43644,105,75,243,243,1
4115,43645,45,98,137,137,1
4116,43646,362,14,130,130,1
4117,43647,1110,432,677,677,1
4118,43648,122,77,140,140,1
4119,43649,232,77,175,175,1
4120,43650,78,36,305,305,1
4121,43651,190,56,392,392,1
4122,43652,175,61,350,350,1
4123,43653,125,206,222,222,1
4124,43654,544,360,863,863,1
4125,43655,252,52,217,217,1
4126,43656,47,137,305,305,1
4127,43657,293,293,360,360,1
4128,43658,1268,175,1152,1152,1
4129,43659,96,69,217,217,1
4130,43661,172,186,202,202,1
4131,43662,190,155,152,152,1
4132,43663,205,65,291,291,1
4133,43664,30,111,123,123,1
4134,43665,128,72,258,258,1
4135,43666,1233,72,840,840,1
4136,43667,354,132,405,405,1
4137,43668,144,163,325,325,1
4138,43669,113,138,326,326,1
4139,43670,283,11,167,167,1
4140,43671,173,137,254,254,1
4141,43672,595,-13,539,539,1
4142,43673,163,47,230,230,1
4143,43674,94,125,536,536,1
4144,43675,152,18,73,73,1
4145,43676,-48,16,228,228,1
4146,43677,644,343,764,764,1
4147,43678,58,34,326,326,1
4148,43679,71,47,76,76,1
4149,43680,242,105,72,72,1
4150,43681,358,283,1078,1078,1
4151,43682,69,77,159,159,1
4152,43683,59,130,128,128,1
4153,43684,65,143,95,95,1
4154,43685,159,141,183,183,1
4155,43686,125,63,74,74,1
4156,43687,510,1010,1704,1704,1
4157,43688,270,68,132,132,1
4158,43689,537,67,108,108,1
4159,43690,180,61,128,128,1
4160,43691,151,70,147,147,1
4161,43692,668,37,120,120,1
4162,43693,773,517,1161,1161,1
4163,43694,107,80,102,102,1
4164,43695,146,-3,201,201,1
4165,43696,188,57,104,104,1
4166,43697,159,128,165,165,1
4167,43698,206,83,324,324,1
4168,43699,248,172,186,186,1
4169,43700,353,112,197,197,1
4170,43701,595,125,204,204,1
4171,43703,302,7,130,130,1
4172,43704,749,59,291,291,1
4173,43705,180,175,165,165,1
4174,43706,172,104,104,104,1
4175,43707,302,66,98,98,1
4176,43708,135,232,61,61,1
4177,43709,391,23,442,442,1
4178,43710,204,59,84,84,1
4179,43711,40,154,71,71,1
4180,43712,253,42,151,151,1
4181,43713,188,12,106,106,1
4182,43714,157,80,56,56,1
4183,43715,147,79,249,249,1
4184,43716,182,109,149,149,1
4185,43717,171,40,82,82,1
4186,43718,140,117,81,81,1
4187,43719,1148,110,130,130,1
4188,43720,132,70,81,81,1
4189,43721,113,37,86,86,1
4190,43722,133,81,93,93,1
4191,43723,122,48,92,92,1
4192,43724,131,62,90,90,1
4193,43725,398,59,72,72,1
4194,43726,192,19,251,251,1
4195,43727,902,1543,943,943,1
4196,43728,231,92,312,312,1
4197,43729,154,67,218,218,1
4198,43730,159,70,208,208,1
4199,43731,367,192,701,701,1
4200,43732,180,86,164,164,1
4201,43733,108,199,83,83,1
4202,43734,1337,465,737,737,1
4203,43735,210,-35,599,599,1
4204,43736,155,59,112,112,1
4205,43737,267,1059,901,901,1
4206,43738,94,68,401,401,1
4207,43739,191,70,299,299,1
4208,43740,112,92,170,170,1
4209,43741,196,47,218,218,1
4210,43742,106,86,139,139,1
4211,43743,235,146,207,207,1
4212,43744,297,51,79,79,1
4213,43745,194,189,72,72,1
4214,43746,260,82,90,90,1
4215,43747,189,45,105,105,1
4216,43748,190,183,425,425,1
4217,43749,231,5,142,142,1
4218,43750,736,224,404,404,1
4219,43751,309,134,233,233,1
4220,43752,109,5,271,271,1
4221,43753,88,46,162,162,1
4222,43754,48,39,79,79,1
4223,43755,348,207,269,269,1
4224,43756,251,79,107,107,1
4225,43757,303,437,749,749,1
4226,43758,-52,89,360,360,1
4227,43759,233,110,196,196,1
4228,43760,314,367,1292,1292,1
4229,43761,160,44,81,81,1
4230,43762,119,-23,156,156,1
4231,43763,45,59,55,55,1
4232,43764,-68,121,627,627,1
4233,43765,126,40,101,101,1
4234,43766,-75,-96,484,484,1
4235,43767,228,161,97,97,1
4236,43768,117,169,63,63,1
4237,43769,347,159,267,267,1
4238,43770,189,81,126,126,1
4239,43771,173,83,199,199,1
4240,43772,347,149,226,226,1
4241,43773,164,73,105,105,1
4242,43774,141,151,80,80,1
4243,43775,364,37,654,654,1
4244,43776,191,172,234,234,1
4245,43777,96,92,232,232,1
4246,43778,171,3,338,338,1
4247,43779,283,12,490,490,1
4248,43780,209,82,86,86,1
4249,43781,302,81,250,250,1
4250,43782,248,168,269,269,1
4251,43783,141,69,207,207,1
4252,43784,179,148,76,76,1
4253,43785,216,143,185,185,1
4254,43786,157,40,138,138,1
4255,43787,74,86,371,371,1
4256,43788,472,257,992,992,1
4257,43789,191,50,189,189,1
4258,43790,172,59,699,699,1
4259,43791,140,549,1778,1778,1
4260,43792,150,84,156,156,1
4261,43793,1097,988,1593,1593,1
4262,43794,302,420,206,206,1
4263,43795,325,90,158,158,1
4264,43796,153,137,196,196,1
4265,43797,132,33,203,203,1
4266,43798,-42,28,344,344,1
4267,43799,200,-19,166,166,1
4268,43800,222,74,131,131,1
4269,43801,235,226,156,156,1
4270,43802,125,65,142,142,1
4271,43803,112,36,170,170,1
4272,43804,474,120,181,181,1
4273,43805,104,-58,244,244,1
4274,43806,176,-40,206,206,1
4275,43807,132,160,188,188,1
4276,43808,175,105,191,191,1
4277,43809,1360,689,1105,1105,1
4278,43810,167,92,88,88,1
4279,43811,204,62,117,117,1
4280,43812,505,592,909,909,1
4281,43813,203,62,323,323,1
4282,43814,152,42,248,248,1
4283,43815,774,69,283,283,1
4284,43816,144,71,198,198,1
4285,43817,409,374,406,406,1
4286,43818,519,358,562,562,1
4287,43819,64,-16,345,345,1
4288,43820,308,41,118,118,1
4289,43821,406,227,190,190,1
4290,43822,476,222,212,212,1
4291,43823,174,145,171,171,1
4292,43824,-57,301,423,423,1
4293,43825,183,108,184,184,1
4294,43826,324,117,177,177,1
4295,43827,1239,291,655,655,1
4296,43828,301,47,137,137,1
4297,43829,181,124,283,283,1
4298,43830,149,75,133,133,1
4299,43831,182,-67,234,234,1
4300,43832,51,275,155,155,1
4301,43833,75,176,133,133,1
4302,43834,106,63,627,627,1
4303,43835,2195,1069,491,491,1
4304,43836,221,46,85,85,1
4305,43837,310,99,184,184,1
4306,43838,214,80,67,67,1
4307,43839,265,39,135,135,1
4308,43840,194,79,348,348,1
4309,43841,91,-20,313,313,1
4310,43842,250,100,153,153,1
4311,43843,160,47,83,83,1
4312,43844,156,150,73,73,1
4313,43845,358,154,57,57,1
4314,43846,258,71,213,213,1
4315,43847,-29,87,560,560,1
4316,43848,62,119,201,201,1
4317,43849,886,403,526,526,1
4318,43850,256,37,305,305,1
4319,43851,140,83,202,202,1
4320,43852,237,71,121,121,1
4321,43853,129,41,192,192,1
4322,43854,112,26,79,79,1
4323,43855,40,0,255,255,1
4324,43856,168,93,255,255,1
4325,43857,198,71,80,80,1
4326,43858,217,65,136,136,1
4327,43859,160,80,188,188,1
4328,43860,146,109,159,159,1
4329,43861,127,23,187,187,1
4330,43862,820,139,1227,1227,1
4331,43863,100,85,257,257,1
4332,43864,256,138,239,239,1
4333,43865,421,163,201,201,1
4334,43866,12,82,460,460,1
4335,43867,38,12,505,505,1
4336,43868,96,15,318,318,1
4337,43869,146,148,136,136,1
4338,43870,117,37,297,297,1
4339,43871,286,583,274,274,1
4340,43872,447,686,268,268,1
4341,43873,28,50,83,83,1
4342,43874,50,545,1691,1691,1
4343,43875,167,81,159,159,1
4344,43876,124,267,140,140,1
4345,43877,87,43,90,90,1
4346,43878,131,90,144,144,1
4347,43879,117,119,202,202,1
4348,43880,35,-24,481,481,1
4349,43881,229,128,269,269,1
4350,43882,70,40,491,491,1
4351,43883,156,70,70,70,1
4352,43884,-1,196,317,317,1
4353,43885,201,76,186,186,1
4354,43886,124,149,156,156,1
4355,43887,243,62,101,101,1
4356,43888,673,374,671,671,1
4357,43889,10,55,716,716,1
4358,43890,175,-42,362,362,1
4359,43891,873,170,839,839,1
4360,43892,387,188,213,213,1
4361,43893,247,54,262,262,1
4362,43894,1658,414,1043,1043,1
4363,43895,282,73,173,173,1
4364,43896,278,182,247,247,1
4365,43897,208,6,321,321,1
4366,43898,253,14,150,150,1
4367,43899,196,52,202,202,1
4368,43900,317,1377,217,217,1
4369,43901,533,1287,210,210,1
4370,43902,160,141,101,101,1
4371,43903,275,32,125,125,1
4372,43904,145,73,126,126,1
4373,43905,191,107,145,145,1
4374,43906,128,112,85,85,1
4375,43907,155,132,200,200,1
4376,43908,50,271,85,85,1
4377,43909,428,177,247,247,1
4378,43910,24,62,146,146,1
4379,43912,125,51,248,248,1
4380,43913,267,59,115,115,1
4381,43914,158,103,90,90,1
4382,43915,172,31,201,201,1
4383,43916,-14,50,234,234,1
4384,43917,550,244,285,285,1
4385,43918,175,103,166,166,1
4386,43919,405,991,1521,1521,1
4387,43920,82,81,306,306,1
4388,43921,400,264,233,233,1
4389,43922,127,95,207,207,1
4390,43923,138,48,283,283,1
4391,43924,122,38,61,61,1
4392,43925,216,82,178,178,1
4393,43926,22,82,193,193,1
4394,43927,531,309,632,632,1
4395,43928,178,80,76,76,1
4396,43929,182,135,125,125,1
4397,43930,153,10,262,262,1
4398,43931,36,-32,385,385,1
4399,43932,429,111,340,340,1
4400,43933,164,86,107,107,1
4401,43934,183,87,191,191,1
4402,43935,588,255,164,164,1
4403,43936,168,44,312,312,1
4404,43937,264,98,90,90,1
4405,43938,204,65,169,169,1
4406,43939,138,45,207,207,1
4407,43940,123,263,659,659,1
4408,43941,135,255,240,240,1
4409,43942,104,101,104,104,1
4410,43943,153,68,83,83,1
4411,43944,230,15,176,176,1
4412,43945,187,141,148,148,1
4413,43946,108,177,123,123,1
4414,43947,151,111,335,335,1
4415,43948,149,155,230,230,1
4416,43949,100,130,173,173,1
4417,43950,228,134,171,171,1
4418,43951,174,99,156,156,1
4419,43952,1096,525,639,639,1
4420,43953,167,130,99,99,1
4421,43954,344,166,283,283,1
4422,43955,415,-6,366,366,1
4423,43956,145,42,164,164,1
4424,43957,1073,616,699,699,1
4425,43958,165,90,157,157,1
4426,43959,230,84,413,413,1
4427,43960,138,69,202,202,1
4428,43962,237,97,60,60,1
4429,43963,1924,753,464,464,1
4430,43964,-239,-16,835,835,1
4431,43965,483,177,386,386,1
4432,43966,247,81,108,108,1
4433,43967,623,268,616,616,1
4434,43968,195,129,292,292,1
4435,43969,83,77,98,98,1
4436,43970,243,104,179,179,1
4437,43971,535,659,1026,1026,1
4438,43972,164,129,232,232,1
